X,Y
72.75,65.75
73.25,65.75
73.75,65.75
74.25,65.75
74.75,65.75
75.25,65.75
71.25,65.25
71.75,65.25
72.25,65.25
72.75,65.25
73.25,65.25
73.75,65.25
74.25,65.25
74.75,65.25
75.25,65.25
70.75,64.75
71.25,64.75
71.75,64.75
72.25,64.75
72.75,64.75
73.25,64.75
73.75,64.75
74.25,64.75
74.75,64.75
75.25,64.75
70.75,64.25
71.25,64.25
71.75,64.25
72.25,64.25
72.75,64.25
73.25,64.25
73.75,64.25
71.25,63.75
71.75,63.75
72.25,63.75
72.75,63.75
73.25,63.75
71.75,63.25
